place,Jurisdiction,Name,Value,year,Jurisdiction 2
4000,Aurora,"Household Income $35,000 to $49,999",18883.0,2010,Aurora
6090,Bennett,"Household Income $35,000 to $49,999",100.0,2010,Bennett
7025,Black Hawk,"Household Income $35,000 to $49,999",8.0,2010,Black Hawk
7850,Boulder City,"Household Income $35,000 to $49,999",4458.0,2010,Boulder City
8001,Adams County,"Household Income $35,000 to $49,999",22568.0,2010,Adams County
8005,Arapahoe County,"Household Income $35,000 to $49,999",30107.0,2010,Arapahoe County
8013,Boulder County,"Household Income $35,000 to $49,999",14263.0,2010,Boulder County
8014,Broomfield City/County,"Household Income $35,000 to $49,999",2323.0,2010,Broomfield City/County
8019,Clear Creek County,"Household Income $35,000 to $49,999",537.0,2010,Clear Creek County
8031,Denver City/County,"Household Income $35,000 to $49,999",36738.0,2010,Denver City/County
8035,Douglas County,"Household Income $35,000 to $49,999",8270.0,2010,Douglas County
8047,Gilpin County,"Household Income $35,000 to $49,999",344.0,2010,Gilpin County
8059,Jefferson County,"Household Income $35,000 to $49,999",28639.0,2010,Jefferson County
8070,Bow Mar,"Household Income $35,000 to $49,999",18.0,2010,Bow Mar
8123,Weld County,"Household Income $35,000 to $49,999",12201.0,2010,Weld County
8675,Brighton,"Household Income $35,000 to $49,999",1208.0,2010,Brighton
12390,Castle Pines North,"Household Income $35,000 to $49,999",197.0,2010,Castle Pines North
12415,Castle Rock,"Household Income $35,000 to $49,999",1294.0,2010,Castle Rock
12815,Centennial,"Household Income $35,000 to $49,999",3543.0,2010,Centennial
12910,Central City,"Household Income $35,000 to $49,999",51.0,2010,Central City
13845,Cherry Hills Village,"Household Income $35,000 to $49,999",60.0,2010,Cherry Hills Village
16385,Columbine Valley,"Household Income $35,000 to $49,999",26.0,2010,Columbine Valley
16495,Commerce City,"Household Income $35,000 to $49,999",2197.0,2010,Commerce City
19080,Dacono,"Household Income $35,000 to $49,999",298.0,2010,Dacono
19630,Deer Trail,"Household Income $35,000 to $49,999",27.0,2010,Deer Trail
23135,Edgewater,"Household Income $35,000 to $49,999",400.0,2010,Edgewater
23740,Elizabeth,"Household Income $35,000 to $49,999",88.0,2010,Elizabeth
24620,Empire,"Household Income $35,000 to $49,999",32.0,2010,Empire
24785,Englewood,"Household Income $35,000 to $49,999",2453.0,2010,Englewood
24950,Erie,"Household Income $35,000 to $49,999",362.0,2010,Erie
26270,Federal Heights,"Household Income $35,000 to $49,999",867.0,2010,Federal Heights
26600,Firestone,"Household Income $35,000 to $49,999",301.0,2010,Firestone
27700,Fort Lupton,"Household Income $35,000 to $49,999",343.0,2010,Fort Lupton
28105,Foxfield,"Household Income $35,000 to $49,999",30.0,2010,Foxfield
28360,Frederick,"Household Income $35,000 to $49,999",276.0,2010,Frederick
29735,Georgetown,"Household Income $35,000 to $49,999",96.0,2010,Georgetown
30340,Glendale,"Household Income $35,000 to $49,999",520.0,2010,Glendale
30835,Golden,"Household Income $35,000 to $49,999",1040.0,2010,Golden
33035,Greenwood Village,"Household Income $35,000 to $49,999",468.0,2010,Greenwood Village
37820,Hudson,"Household Income $35,000 to $49,999",52.0,2010,Hudson
38370,Idaho Springs,"Household Income $35,000 to $49,999",135.0,2010,Idaho Springs
39195,Jamestown,"Household Income $35,000 to $49,999",34.0,2010,Jamestown
40185,Keenesburg,"Household Income $35,000 to $49,999",48.0,2010,Keenesburg
40790,Kiowa,"Household Income $35,000 to $49,999",49.0,2010,Kiowa
41835,Lafayette,"Household Income $35,000 to $49,999",1423.0,2010,Lafayette
42495,Lakeside,"Household Income $35,000 to $49,999",0.0,2010,Lakeside
43000,Lakewood,"Household Income $35,000 to $49,999",9260.0,2010,Lakewood
43550,Larkspur,"Household Income $35,000 to $49,999",6.0,2010,Larkspur
45255,Littleton,"Household Income $35,000 to $49,999",2303.0,2010,Littleton
45955,Lone Tree,"Household Income $35,000 to $49,999",223.0,2010,Lone Tree
45970,Longmont,"Household Income $35,000 to $49,999",4940.0,2010,Longmont
46355,Louisville,"Household Income $35,000 to $49,999",573.0,2010,Louisville
47070,Lyons,"Household Income $35,000 to $49,999",71.0,2010,Lyons
49600,Mead,"Household Income $35,000 to $49,999",139.0,2010,Mead
52075,Morrison,"Household Income $35,000 to $49,999",15.0,2010,Morrison
52350,Mountain View,"Household Income $35,000 to $49,999",43.0,2010,Mountain View
53175,Nederland,"Household Income $35,000 to $49,999",44.0,2010,Nederland
54330,Northglenn,"Household Income $35,000 to $49,999",1992.0,2010,Northglenn
57630,Parker,"Household Income $35,000 to $49,999",1787.0,2010,Parker
60160,Platteville,"Household Income $35,000 to $49,999",119.0,2010,Platteville
69645,Sheridan,"Household Income $35,000 to $49,999",408.0,2010,Sheridan
70360,Silver Plume,"Household Income $35,000 to $49,999",13.0,2010,Silver Plume
75640,Superior,"Household Income $35,000 to $49,999",441.0,2010,Superior
77290,Thornton,"Household Income $35,000 to $49,999",5605.0,2010,Thornton
82735,Ward,"Household Income $35,000 to $49,999",0.0,2010,Ward
83835,Westminster,"Household Income $35,000 to $49,999",5490.0,2010,Westminster
84440,Wheat Ridge,"Household Income $35,000 to $49,999",2468.0,2010,Wheat Ridge
8124,Weld County (DRCOG),"Household Income $35,000 to $49,999",2342.0,2010,Weld County (DRCOG)
8000,Region,"Household Income $35,000 to $49,999",146131.0,2010,Region
3455,Arvada,"Household Income $50,000 to $74,999",8060.0,2010,Arvada
4000,Aurora,"Household Income $50,000 to $74,999",24650.0,2010,Aurora
6090,Bennett,"Household Income $50,000 to $74,999",159.0,2010,Bennett
7025,Black Hawk,"Household Income $50,000 to $74,999",42.0,2010,Black Hawk
7850,Boulder City,"Household Income $50,000 to $74,999",6244.0,2010,Boulder City
8001,Adams County,"Household Income $50,000 to $74,999",30851.0,2010,Adams County
8005,Arapahoe County,"Household Income $50,000 to $74,999",42505.0,2010,Arapahoe County
8013,Boulder County,"Household Income $50,000 to $74,999",19237.0,2010,Boulder County
8014,Broomfield City/County,"Household Income $50,000 to $74,999",3681.0,2010,Broomfield City/County
8019,Clear Creek County,"Household Income $50,000 to $74,999",930.0,2010,Clear Creek County
8031,Denver City/County,"Household Income $50,000 to $74,999",42652.0,2010,Denver City/County
8035,Douglas County,"Household Income $50,000 to $74,999",15167.0,2010,Douglas County
8047,Gilpin County,"Household Income $50,000 to $74,999",491.0,2010,Gilpin County
8059,Jefferson County,"Household Income $50,000 to $74,999",42323.0,2010,Jefferson County
8070,Bow Mar,"Household Income $50,000 to $74,999",16.0,2010,Bow Mar
8123,Weld County,"Household Income $50,000 to $74,999",17241.0,2010,Weld County
8675,Brighton,"Household Income $50,000 to $74,999",2279.0,2010,Brighton
12390,Castle Pines North,"Household Income $50,000 to $74,999",296.0,2010,Castle Pines North
12415,Castle Rock,"Household Income $50,000 to $74,999",2932.0,2010,Castle Rock
12815,Centennial,"Household Income $50,000 to $74,999",7406.0,2010,Centennial
12910,Central City,"Household Income $50,000 to $74,999",43.0,2010,Central City
13845,Cherry Hills Village,"Household Income $50,000 to $74,999",93.0,2010,Cherry Hills Village
16385,Columbine Valley,"Household Income $50,000 to $74,999",84.0,2010,Columbine Valley
16495,Commerce City,"Household Income $50,000 to $74,999",2794.0,2010,Commerce City
19080,Dacono,"Household Income $50,000 to $74,999",341.0,2010,Dacono
19630,Deer Trail,"Household Income $50,000 to $74,999",14.0,2010,Deer Trail
23135,Edgewater,"Household Income $50,000 to $74,999",456.0,2010,Edgewater
23740,Elizabeth,"Household Income $50,000 to $74,999",162.0,2010,Elizabeth
24620,Empire,"Household Income $50,000 to $74,999",48.0,2010,Empire
24785,Englewood,"Household Income $50,000 to $74,999",2984.0,2010,Englewood
24950,Erie,"Household Income $50,000 to $74,999",957.0,2010,Erie
26270,Federal Heights,"Household Income $50,000 to $74,999",859.0,2010,Federal Heights
26600,Firestone,"Household Income $50,000 to $74,999",588.0,2010,Firestone
27700,Fort Lupton,"Household Income $50,000 to $74,999",541.0,2010,Fort Lupton
28105,Foxfield,"Household Income $50,000 to $74,999",35.0,2010,Foxfield
28360,Frederick,"Household Income $50,000 to $74,999",747.0,2010,Frederick
29735,Georgetown,"Household Income $50,000 to $74,999",158.0,2010,Georgetown
30340,Glendale,"Household Income $50,000 to $74,999",298.0,2010,Glendale
30835,Golden,"Household Income $50,000 to $74,999",1446.0,2010,Golden
33035,Greenwood Village,"Household Income $50,000 to $74,999",581.0,2010,Greenwood Village
37820,Hudson,"Household Income $50,000 to $74,999",123.0,2010,Hudson
38370,Idaho Springs,"Household Income $50,000 to $74,999",233.0,2010,Idaho Springs
39195,Jamestown,"Household Income $50,000 to $74,999",29.0,2010,Jamestown
40185,Keenesburg,"Household Income $50,000 to $74,999",92.0,2010,Keenesburg
40790,Kiowa,"Household Income $50,000 to $74,999",38.0,2010,Kiowa
41835,Lafayette,"Household Income $50,000 to $74,999",1684.0,2010,Lafayette
42495,Lakeside,"Household Income $50,000 to $74,999",1.0,2010,Lakeside
43000,Lakewood,"Household Income $50,000 to $74,999",12823.0,2010,Lakewood
43550,Larkspur,"Household Income $50,000 to $74,999",26.0,2010,Larkspur
45255,Littleton,"Household Income $50,000 to $74,999",3140.0,2010,Littleton
45955,Lone Tree,"Household Income $50,000 to $74,999",499.0,2010,Lone Tree
45970,Longmont,"Household Income $50,000 to $74,999",5648.0,2010,Longmont
46355,Louisville,"Household Income $50,000 to $74,999",1258.0,2010,Louisville
47070,Lyons,"Household Income $50,000 to $74,999",137.0,2010,Lyons
49600,Mead,"Household Income $50,000 to $74,999",212.0,2010,Mead
52075,Morrison,"Household Income $50,000 to $74,999",17.0,2010,Morrison
52350,Mountain View,"Household Income $50,000 to $74,999",63.0,2010,Mountain View
53175,Nederland,"Household Income $50,000 to $74,999",100.0,2010,Nederland
54330,Northglenn,"Household Income $50,000 to $74,999",2834.0,2010,Northglenn
57630,Parker,"Household Income $50,000 to $74,999",2518.0,2010,Parker
60160,Platteville,"Household Income $50,000 to $74,999",212.0,2010,Platteville
69645,Sheridan,"Household Income $50,000 to $74,999",407.0,2010,Sheridan
70360,Silver Plume,"Household Income $50,000 to $74,999",17.0,2010,Silver Plume
75640,Superior,"Household Income $50,000 to $74,999",634.0,2010,Superior
77290,Thornton,"Household Income $50,000 to $74,999",8245.0,2010,Thornton
82735,Ward,"Household Income $50,000 to $74,999",9.0,2010,Ward
83835,Westminster,"Household Income $50,000 to $74,999",8886.0,2010,Westminster
84440,Wheat Ridge,"Household Income $50,000 to $74,999",2864.0,2010,Wheat Ridge
8124,Weld County (DRCOG),"Household Income $50,000 to $74,999",4253.0,2010,Weld County (DRCOG)
8000,Region,"Household Income $50,000 to $74,999",202090.0,2010,Region
3455,Arvada,"Household Income $75,000 to $99,999",6852.0,2010,Arvada
4000,Aurora,"Household Income $75,000 to $99,999",15389.0,2010,Aurora
6090,Bennett,"Household Income $75,000 to $99,999",175.0,2010,Bennett
7025,Black Hawk,"Household Income $75,000 to $99,999",2.0,2010,Black Hawk
7850,Boulder City,"Household Income $75,000 to $99,999",3825.0,2010,Boulder City
8001,Adams County,"Household Income $75,000 to $99,999",21323.0,2010,Adams County
8005,Arapahoe County,"Household Income $75,000 to $99,999",29078.0,2010,Arapahoe County
8013,Boulder County,"Household Income $75,000 to $99,999",14248.0,2010,Boulder County
8014,Broomfield City/County,"Household Income $75,000 to $99,999",2957.0,2010,Broomfield City/County
8019,Clear Creek County,"Household Income $75,000 to $99,999",614.0,2010,Clear Creek County
8031,Denver City/County,"Household Income $75,000 to $99,999",26207.0,2010,Denver City/County
8035,Douglas County,"Household Income $75,000 to $99,999",16614.0,2010,Douglas County
8047,Gilpin County,"Household Income $75,000 to $99,999",385.0,2010,Gilpin County
8059,Jefferson County,"Household Income $75,000 to $99,999",30935.0,2010,Jefferson County
8070,Bow Mar,"Household Income $75,000 to $99,999",35.0,2010,Bow Mar
8123,Weld County,"Household Income $75,000 to $99,999",12618.0,2010,Weld County
8675,Brighton,"Household Income $75,000 to $99,999",2014.0,2010,Brighton
12390,Castle Pines North,"Household Income $75,000 to $99,999",397.0,2010,Castle Pines North
12415,Castle Rock,"Household Income $75,000 to $99,999",2766.0,2010,Castle Rock
12815,Centennial,"Household Income $75,000 to $99,999",6029.0,2010,Centennial
12910,Central City,"Household Income $75,000 to $99,999",13.0,2010,Central City
13845,Cherry Hills Village,"Household Income $75,000 to $99,999",164.0,2010,Cherry Hills Village
16385,Columbine Valley,"Household Income $75,000 to $99,999",50.0,2010,Columbine Valley
16495,Commerce City,"Household Income $75,000 to $99,999",2068.0,2010,Commerce City
19080,Dacono,"Household Income $75,000 to $99,999",155.0,2010,Dacono
19630,Deer Trail,"Household Income $75,000 to $99,999",39.0,2010,Deer Trail
23135,Edgewater,"Household Income $75,000 to $99,999",223.0,2010,Edgewater
23740,Elizabeth,"Household Income $75,000 to $99,999",84.0,2010,Elizabeth
24620,Empire,"Household Income $75,000 to $99,999",13.0,2010,Empire
24785,Englewood,"Household Income $75,000 to $99,999",1567.0,2010,Englewood
24950,Erie,"Household Income $75,000 to $99,999",943.0,2010,Erie
26270,Federal Heights,"Household Income $75,000 to $99,999",323.0,2010,Federal Heights
26600,Firestone,"Household Income $75,000 to $99,999",582.0,2010,Firestone
27700,Fort Lupton,"Household Income $75,000 to $99,999",460.0,2010,Fort Lupton
28105,Foxfield,"Household Income $75,000 to $99,999",24.0,2010,Foxfield
28360,Frederick,"Household Income $75,000 to $99,999",702.0,2010,Frederick
29735,Georgetown,"Household Income $75,000 to $99,999",102.0,2010,Georgetown
30340,Glendale,"Household Income $75,000 to $99,999",106.0,2010,Glendale
30835,Golden,"Household Income $75,000 to $99,999",887.0,2010,Golden
33035,Greenwood Village,"Household Income $75,000 to $99,999",425.0,2010,Greenwood Village
37820,Hudson,"Household Income $75,000 to $99,999",115.0,2010,Hudson
38370,Idaho Springs,"Household Income $75,000 to $99,999",89.0,2010,Idaho Springs
39195,Jamestown,"Household Income $75,000 to $99,999",9.0,2010,Jamestown
40185,Keenesburg,"Household Income $75,000 to $99,999",62.0,2010,Keenesburg
40790,Kiowa,"Household Income $75,000 to $99,999",9.0,2010,Kiowa
41835,Lafayette,"Household Income $75,000 to $99,999",1399.0,2010,Lafayette
42495,Lakeside,"Household Income $75,000 to $99,999",9.0,2010,Lakeside
43000,Lakewood,"Household Income $75,000 to $99,999",7756.0,2010,Lakewood
43550,Larkspur,"Household Income $75,000 to $99,999",2.0,2010,Larkspur
45255,Littleton,"Household Income $75,000 to $99,999",2112.0,2010,Littleton
45955,Lone Tree,"Household Income $75,000 to $99,999",587.0,2010,Lone Tree
45970,Longmont,"Household Income $75,000 to $99,999",4182.0,2010,Longmont
46355,Louisville,"Household Income $75,000 to $99,999",1153.0,2010,Louisville
47070,Lyons,"Household Income $75,000 to $99,999",126.0,2010,Lyons
49600,Mead,"Household Income $75,000 to $99,999",151.0,2010,Mead
52075,Morrison,"Household Income $75,000 to $99,999",13.0,2010,Morrison
52350,Mountain View,"Household Income $75,000 to $99,999",29.0,2010,Mountain View
53175,Nederland,"Household Income $75,000 to $99,999",83.0,2010,Nederland
54330,Northglenn,"Household Income $75,000 to $99,999",1934.0,2010,Northglenn
57630,Parker,"Household Income $75,000 to $99,999",3040.0,2010,Parker
60160,Platteville,"Household Income $75,000 to $99,999",185.0,2010,Platteville
69645,Sheridan,"Household Income $75,000 to $99,999",157.0,2010,Sheridan
70360,Silver Plume,"Household Income $75,000 to $99,999",9.0,2010,Silver Plume
75640,Superior,"Household Income $75,000 to $99,999",543.0,2010,Superior
77290,Thornton,"Household Income $75,000 to $99,999",6530.0,2010,Thornton
82735,Ward,"Household Income $75,000 to $99,999",0.0,2010,Ward
83835,Westminster,"Household Income $75,000 to $99,999",5734.0,2010,Westminster
84440,Wheat Ridge,"Household Income $75,000 to $99,999",1753.0,2010,Wheat Ridge
8124,Weld County (DRCOG),"Household Income $75,000 to $99,999",3731.0,2010,Weld County (DRCOG)
8000,Region,"Household Income $75,000 to $99,999",146092.0,2010,Region
3455,Arvada,"Household Income $100,000 to $149,999",7039.0,2010,Arvada
4000,Aurora,"Household Income $100,000 to $149,999",13630.0,2010,Aurora
6090,Bennett,"Household Income $100,000 to $149,999",99.0,2010,Bennett
7025,Black Hawk,"Household Income $100,000 to $149,999",0.0,2010,Black Hawk
7850,Boulder City,"Household Income $100,000 to $149,999",5197.0,2010,Boulder City
8001,Adams County,"Household Income $100,000 to $149,999",20464.0,2010,Adams County
8005,Arapahoe County,"Household Income $100,000 to $149,999",31154.0,2010,Arapahoe County
8013,Boulder County,"Household Income $100,000 to $149,999",18653.0,2010,Boulder County
8014,Broomfield City/County,"Household Income $100,000 to $149,999",4086.0,2010,Broomfield City/County
8019,Clear Creek County,"Household Income $100,000 to $149,999",647.0,2010,Clear Creek County
8031,Denver City/County,"Household Income $100,000 to $149,999",26167.0,2010,Denver City/County
